Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,ISSN,Favorites,Rating,Physical Location,Status,Status Incompleted Reason,Status Hidden,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Not Owned Reason,Quantity,Condition,Recommended By,Date Added,User Supplied ID,User Supplied Descriptor,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Previously Owned,Up Next,Position,Uploaded Image URL,Activities
Ambientes Virtuais e Multiplataformas Online na EAD,,Didática e design tecnológico de cursos digitais,,,Robson Santos da Silva,"Silva, Robson Santos da",,,,,,Novatec Editora,,2015/06/30,2015,,,,Education,"No contexto evolutivo da educação online, os ambientes virtuais de aprendizagem (AVAs) foram fundamentais para que as ações educacionais por meio da internet alcançassem seu atual estágio de desenvolvimento. No entanto, essa relação vem se alterando em virtude de novos softwares e serviços, cujas bases de apoio são a Web 2.0, a cloud computing e o uso de aplicativos em diferentes dispositivos.Partindo-se dessa perspectiva, o livro tem como objetivo viabilizar ao leitor uma oportunidade para refletir criticamente sobre o momento atual e as tendências relativas ao uso de AVAs, particularmente na educação a distância (EAD). Assim, buscou-se analisar os principais aspectos didático-pedagógicos que têm servido de suporte ao uso de tecnologias digitais na educação. Simultaneamente, foram identificados e classificados serviços online e aplicativos para dispositivos móveis que possam ser agregados aos tradicionais softwares utilizados como AVAs ou mesmo substituí-los.Para consolidar os conhecimentos apresentados, o livro conta com um site de apoio (www.consultoriaeadamazon.com) onde os leitores poderão ter acesso a novos recursos e atualizações, além da possibilidade de estabelecer contato com outros profissionais.",,,,,,,,,,,184,,,,,,português,,,,,,9788575224434,,0,2.000000,,Read,,,,2018/06/11,,,,,,0,,,,,2018/06/10 02:00:45.923107981,,,,,,,,GqoKCgAAQBAJ,Profissional,0,,,,,
Analítica de dados com Hadoop,,Uma introdução para cientistas de dados,,,"Benjamin Bengfort , Jenny Kim","Bengfort, Benjamin",,,,,,Novatec Editora,,2016/09/09,2016,,,,Computers,"Pronto para usar técnicas estatísticas e de aprendizado de máquina (machine learning) em grandes conjuntos de dados? Este guia prático mostra por que o ecossistema do Hadoop é perfeito para essa tarefa. Em vez de ter como foco a implantação, as operações ou o desenvolvimento de softwares geralmente associados à computação distribuída, você se concentrará nas análises particulares que poderá fazer, nas técnicas de armazém de dados (data warehousing) oferecidas pelo Hadoop e em fluxos de trabalho de alta ordem que esse framework é capaz de gerar. Os cientistas e os analistas de dados aprenderão a usar diversas técnicas que variam da escrita de aplicações MapReduce e Spark com Python ao uso de modelagem avançada e gerenciamento de dados com Spark MLlib, Hive e HBase. Você também conhecerá os processos analíticos e os sistemas de dados disponíveis para desenvolver e conferir eficácia aos produtos de dados capazes de lidar com – e que, na verdade, exigem – quantidades enormes de dados. •               Entenda os conceitos principais do Hadoop e do processamento em cluster. •               Utilize padrões de projeto e algoritmos analíticos paralelos para criar jobs de análise de dados distribuídos. •               Adquira conhecimentos sobre gerenciamento de dados, mineração e armazém de dados em um contexto distribuído usando Apache Hive e HBase. •               Utilize Sqoop e Apache Flume para entrada de dados a partir de bancos de dados relacionais. •               Programe aplicações Hadoop e Spark complexas com Apache Pig e Spark DataFrames. •               Utilize técnicas de aprendizado de máquina, como classificação, clustering e filtragem colaborativa, com a MLib do Spark.",,,,,,,,,,,352,,,,,,português,,,,,,9788575225219,,0,4.000000,,Read,,,,2018/06/11,,,,,,0,,,,,2018/06/10 01:48:23.424888014,,,,,,,,IUsDDQAAQBAJ,Profissional,0,,,,,
Anatomia do estado,,,,,Murray N. Rothbard,"Rothbard, Murray N.",,,,,,LVM Editora,,2018/12/18,2018,,,,Social Science,"Se estamos falando hoje de liberdade, isso é quase certamente resultado do trabalho de Murray N. Rothbard (1926-1995). Sua obra é extensa, diversa e profunda, ao ponto que seria razoável questionar se o dia dele tinha mais horas que normal. ""Anatomia do Estado"" é um de seus trabalhos mais diretos. O texto é uma descrição, sem rodeios, sem emoção, sem fantasias, do que o Estado realmente é.",,,,,,,,,,,80,,,,,,português,,,,,,9788593751493,,0,3.500000,,Read,,0,,2022/09/03,,,,,,0,,,,,2022/01/19 18:39:40.287212967,,,,,,,,zM6NDwAAQBAJ,Pessoal,0,0,0,,,"[{""status"":0,""activityYear"":2022,""param1"":""1"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone de Antonio Armando Filho"",""type"":12,""addedDate"":""2022\/09\/03 23:15:32.099908947"",""activityDate"":""2022\/09\/03""}]"
Android Essencial com Kotlin,,,,,Ricardo R. Lecheta,"Lecheta, Ricardo R.",,,,,,Novatec Editora,,2017/07/26,2017,,,,Computers,"O Android é o sistema operacional móvel mais utilizado no mundo, e o objetivo deste livro é apresentar ao leitor os conceitos essenciais do desenvolvimento de aplicativos para Android utilizando a linguagem de programação Kotlin, por meio de uma explicação simples e prática.O livro Android Essencial com Kotlin tem um capítulo de introdução à linguagem Kotlin e vários capítulos básicos sobre o desenvolvimento de aplicativos para Android. Na metade do livro, é iniciado o desenvolvimento de um aplicativo completo passo a passo, com acesso a web services e banco de dados, além de usar recursos de multimídia e mapas. Este livro utiliza o Android Studio e é focado nas boas práticas de interface do Google e do Material Design.O livro também apresenta capítulos resumidos dos principais conceitos da arquitetura do Android, como notificações, intents, broadcast receivers, services, alarmes, mensagens de push com Firebase, câmera e fotos.Depois de ler o livro Android Essencial com Kotlin você terá um bom entendimento sobre o desenvolvimento de aplicativos para Android.",,,,,,,,,,,504,,,,,,português,,,,,,9788575225929,,0,4.000000,,Read,,,,2018/06/11,,,,,,0,,,,,2018/06/10 02:00:46.013375997,,,,,,,,um4tDwAAQBAJ,Profissional,0,,,,,
AngularJS,,Uma abordagem prática e objetiva,,,Michael Henrique R. Pereira,"Pereira, Michael Henrique R.",,,,,,Novatec Editora,,2014/12/02,2014,,,,Computers,"AngularJS é um framework JavaScript revolucionário, mantido por um time de engenheiros Google. Ele simplifica o desenvolvimento de aplicações web robustas e de sucesso. Por este motivo, tem-se mostrado em crescente ascensão, sendo considerado a tecnologia do momento para desenvolvimento de aplicações web.Se você tem interesse em aprender esta fantástica tecnologia, de forma simples e prática, mas está fugindo de livros enormes, este é o livro certo para você. Ele foi criado utilizando uma abordagem simples e objetiva, baseada em uma série de exemplos, que proporcionará a você um conhecimento sólido sobre conceitos inerentes ao framework. Você será capaz de desenvolver aplicações web utilizando o AngularJS.     Neste livro você aprenderá:·      como criar uma aplicação single-page com AngularJS; ·      como criar módulos;·      como aplicar o MVC de forma correta;·      como ampliar o vocabulário HTML com a criação de diretivas;·      como criar componentes coesos como serviços;·      como utilizar o mecanismo de rotas do AngularJS;·      como internacionalizar a aplicação;·      como criar formulários e aplicar CSS;·      como implementar a comunicação de componentes por meio de eventos;·      como efetuar a comunicação com o servidor;·      como criar uma aplicação utilizando ambos – AngularJS e RequireJS;· conceitos avançados como ciclo de vida, serviços AngularJS e muitos mais...",,,,,,,,,,,208,,,,,,português,,,,,,9788575224113,,0,5.000000,,Read,,,,2018/06/11,,,,,,0,,,,,2018/06/10 01:26:51.406815052,,,,,,,Fila 0 | Coluna 1 | Zona 12,MUelBQAAQBAJ,Profissional,0,,0,,,
Apache Kafka,,,,,Nishant Garg,"Garg, Nishant",,,,,,Packt Publishing,,2013/10/01,2013,,,,Computers,"Annotation Message publishing is a mechanism of connecting heterogeneous applications together with messages that are routed between them, for example by using a message broker like Apache Kafka. Such solutions deal with real-time volumes of information and route it to multiple consumers without letting information producers know who the final consumers are. Apache Kafka is a practical, hands-on guide providing you with a series of step-by-step practical implementations, which will help you take advantage of the real power behind Kafka, and give you a strong grounding for using it in your publisher-subscriber based architectures. Apache Kafka takes you through a number of clear, practical implementations that will help you to take advantage of the power of Apache Kafka, quickly and painlessly. You will learn everything you need to know for setting up Kafka clusters. This book explains how Kafka basic blocks like producers, brokers, and consumers actually work and fit together. You will then explore additional settings and configuration changes to achieve ever more complex goals. Finally you will learn how Kafka works with other tools like Hadoop, Storm, and so on. You will learn everything you need to know to work with Apache Kafka in the right format, as well as how to leverage its power of handling hundreds of megabytes of messages per second from multiple clients.",,,,,,,,,,,88,,,19.10 x 0.50 x 23.50 cm,,,inglês,,,,,,9781782167938,,1,3.500000,,Read,,0,,2022/04/21,,,,,,0,,,,,2022/04/21 03:17:55.759127020,,,Digital,,,,Digital,1KMCnwEACAAJ,Pessoal,0,0,0,,,"[{""status"":0,""activityYear"":2022,""param1"":""1"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone de Antonio Armando Filho"",""type"":12,""addedDate"":""2022\/04\/21 03:17:55.790778994"",""activityDate"":""2022\/04\/21""}]"
Apache Kafka e Spring Boot,,Comunicação assíncrona entre microsserviços,,,Eduardo Felipe,"Felipe, Eduardo",,,,,,Casa do Código,,2022/02/01,2022,,,,Computers,"Pensar em comunicação assíncrona entre microsserviços é um caminho interessante quando a aplicação demanda serviços que podem demorar para responder. Para evitar problemas de timeouts e retentativas, utilizam-se filas ou tópicos, aos quais um processo adiciona uma mensagem informando o processamento a ser feito e outro a recebe quando estiver disponível e executa. O Kafka é atualmente um dos principais sistemas para a implementação de processamento assíncrono. Além de disponibilizar os tópicos para a produção e consumo de mensagens, suas diversas funcionalidades facilitam a implementação de nossas aplicações, com a distribuição e o balanceamento de carga entre os consumidores e o processamento de fluxos de dados. Neste livro, Eduardo Zambom Santana mostra a utilização do Kafka para fazer a comunicação assíncrona entre microsserviços implementados com o Spring Boot. Por meio de uma aplicação completa, você passará pela criação dos tópicos e a produção e consumo de mensagens, até chegar a partes mais complexas do Kafka, como a utilização de grupos de consumidores, o mecanismo de retentativas, testes unitário de código e o processamento de fluxo de dados com Kafka Streams.",,,,,,,,,,,203,,,,,,inglês,,,,,,9786586110975,,1,5.000000,,Read,,0,,2022/05/10,,,,,,0,,,,,2022/04/30 17:42:34.582782983,,,,,,,,WVhcEAAAQBAJ,Profissional,0,0,0,,,"[{""status"":0,""activityYear"":2022,""param1"":""1"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone de Antonio Armando Filho"",""type"":12,""addedDate"":""2022\/05\/10 21:05:49.471758008"",""activityDate"":""2022\/05\/10""}]"
Apache Lucene,,Sistemas de busca com técnicas de Recuperação de Informação,,,Marco Reis,"Reis, Marco",,,,,,Casa do Código,,2019/09/19,2019,,,,Computers,"Estamos na Era Digital. Geramos dados a todo o momento, notícias, livros, e-mails, cadastros, logs, redes sociais, trânsito - tudo o que a sociedade faz gera algum tipo de informação. Em função dessa grande quantidade de dados e do pouco tempo disponível para fazer nossas tarefas, nasceram os sistemas de busca, que fazem parte de uma área da computação chamada de Recuperação da Informação. A informação deve ser fácil de encontrar para ser útil e é nesse ponto que os buscadores tornam o trabalho mais produtivo. A internet mudou a forma como vivemos e hoje utilizamos as ferramentas de busca para tudo no nosso cotidiano. Neste livro, Marco Reis fala sobre sistemas de busca e as tecnologias usadas para resolver esse problema. Tendo em vista a necessidade de informação do usuário moderno, que está acostumado a encontrar o que procura facilmente em ferramentas como o Google, sabemos que em nossos sistemas precisamos apresentar a mesma funcionalidade de busca. Você aprenderá como criar motores de busca com o Lucene, com um aprofundamento em recursos avançados, incluindo o uso de outras ferramentas, como o Hibernate Search e o Apache Nutch, e técnicas como web crawling e web scraping.",,,,,,,,,,,399,,,,,,inglês,,,,,,9788572540285,,0,4.000000,,Read,,,,2019/12/08,,,,,,0,,,,,2019/11/19 19:27:51.117355942,,,,,,,,CpawDwAAQBAJ,Profissional,0,,0,,,"[{""status"":0,""activityYear"":2019,""param1"":""1"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone de Antonio Armando Filho"",""type"":12,""addedDate"":""2019\/12\/08 11:20:19.212422013"",""activityDate"":""2019\/12\/08""}]"
Aplicaçoes Java Para A Web Com Jsf E Jpa,,,,,Gilliard Cordeiro,"Cordeiro, Gilliard",,,,,,CASA DO CODIGO,,,,,,,,"As especificações mais utilizadas do Java, explicadas com exemplos práticos e claros que mostram como usar cada tecnologia em separado e como utilizá-las em conjunto. Conheça as melhores práticas da JPA 2.0, seus mapeamentos, caches e truques de performance, e tire o máximo do JSF 2.2 compreendendo seu ciclo de vida e as novidades que surgiram nas atuais versões das especificações.",,,,,,,,,,,295,,,,,,português,,,,,,9788566250015,,0,4.000000,,Read,,,,2018/06/11,,,,,,0,,,,,2018/06/10 02:09:15.666898965,,,,,,,,MtGHnQEACAAJ,Profissional,0,,,,http://images.amazon.com/images/P/856625001X.01Z.jpg,
Aplicações mobile híbridas com Cordova e PhoneGap,,,,,Sérgio Lopes,"Lopes, Sérgio",,,,,,Editora Casa do Código,,2016/02/12,2016,,,,Computers,"Mobile é a plataforma do futuro, e as Apps são parte importante desse cenário. Mas programar pensando no mundo multiplataforma de hoje é trabalhoso e custoso, sobretudo para quem vem da Web e está acostumado à portabilidade do HTML, do CSS e do JavaScript. Neste livro, Sérgio Lopes mostra o Cordova, a solução para Apps híbridas mais usada no mundo. Escreva um único código baseado em HTML5 e tenha Apps de verdade para iOS, Android e Windows Phone. Com projetos práticos, você vai ver Cordova desde o início até casos complexos de integração com hardware. Vai entender onde o PhoneGap se encaixa e até criar uma App com Ionic.",,,,,,,,,,,192,,,,,,inglês,,,,,,9788555191572,,0,3.000000,,Read,,,,2018/06/11,,,,,,0,,,,,2018/06/10 02:08:13.583052039,,,,,,,,uSCjCwAAQBAJ,Profissional,0,,,,,
Aplicações web real-time com Node.js,,,,,Caio Ribeiro Pereira,"Pereira, Caio Ribeiro",,,,,,Editora Casa do Código,,2014/04/16,2014,,,,Computers,"Node.js é uma poderosa plataforma. Ele permite escrever aplicações JavaScript no server-side, tirando proveito da sintaxe e familiaridade da linguagem para escrever aplicações web escaláveis. Como o Node.js usa um modelo orientado a eventos, focado em I/O não-bloqueante, desenvolver nele pode ser diferente para quem está acostumado às aplicações web tradicionais. Nesse livro, Caio Ribeiro Pereira quebra essa enorme barreira, mostrando claramente essa mudança de paradigma, além de focar em tópicos importantes, as APIs principais e frameworks como o Express e o Socket.IO. Nesta nova edição, você vai aprender os principais conceitos sobre a plataforma Node.js, usando códigos da nova implementação do JavaScript, o EcmaScript 6/7, que já é compatível com a versão Node.js 9.3.0, junto do NPM 5.5.1, versões utilizadas neste livro",,,,,,,,,,,185,,,,,,inglês,,,,,,9788566250930,,0,5.000000,,Read,,,,2018/06/11,,,,,,0,,,,,2018/06/10 02:15:55.804401993,,,,,,,,Wm-CCwAAQBAJ,Profissional,0,,,,,
Aprenda eletrônica com Arduino,,Um guia ilustrado de eletrônica para iniciantes,,,"Eric Hagan, Jody Culkin","Hagan, Eric",,,,,,Novatec Editora,,2018/04/04,2018,,,,Technology & Engineering,"Construa sistemas eletrônicos que captem e respondam ao mundo ao seu redor!Se você é um iniciante total e está pronto para aprender eletrônica, este divertido livro ricamente ilustrado é para você! Com ele, você rapidamente se familiarizará com eletrônica e programação. Conecte um Arduino ao seu computador, baixe uma aplicação gratuita que permite criar código e programe seu Arduino para ele funcionar com componentes eletrônicos. Você compreenderá noções básicas de eletrônica e ao mesmo tempo aprenderá conceitos fundamentais de programação. Ilustrações claras, coloridas e fáceis de entender o guiarão por todos os passos enquanto você constrói circuitos em uma protoboard sem solda.Com os projetos práticos neste livro, você vaiUsar um multímetro para medir a tensão, a corrente e a resistênciaAprender a ler e a acompanhar os diagramas esquemáticosConfigurar componentes eletrônicos em circuitos seriais e paralelosTrabalhar com entradas e saídas analógicas e digitaisEntender conceitos de programação, como loops e variáveisProgramar um Arduino para responder a sensores e controlar dispositivosExperimentar com circuitos e aprender a construir seus próprios projetos originaisAprenda na prática enquanto constrói um teremim sensível à luz, controla um servomotor e realiza experimentos com uma variedade de componentes eletrônicos comuns. Explicações simples de teoria elétrica ajudam a entender como e por que os projetos funcionam. Exemplos de código que podem ser baixados economizam tempo durante o aprendizado. Trabalhe no seu ritmo à medida que constrói uma base sólida em eletrônica contemporânea e computação física.",,,,,,,,,,,352,,,,,,português,,,,,,9788575226667,,1,5.000000,,Read,,,,2018/06/15,,,,,,0,,,,,2018/06/10 01:34:05.838739037,,,,,,,,fxZSDwAAQBAJ,Profissional,0,,,,,
